...1,created_on,expenses,floor,lat,lon,place_name,place_with_parent_names,price,price_aprox_local_currency,price_aprox_usd,price_per_m2,price_usd_per_m2,property_type,rooms,state_name,surface_covered_in_m2,surface_in_m2,surface_total_in_m2,title
68176,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,500000,4409900,500000,NA,2314.81481481,store,NA,NA,NA,216,NA,Local Venta
68186,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,790000,6967642,790000,NA,617.1875,house,NA,NA,NA,1280,NA,Casa Venta
68198,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1180000,10407364,1180000,NA,1197.96954315,house,NA,NA,NA,985,NA,Casa Venta
68204,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,300000,2645940,300000,NA,666.666666667,house,NA,NA,NA,450,NA,Casa Venta
68212,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,335000,2954633,335000,NA,905.405405405,house,NA,NA,NA,370,NA,Casa Venta
68219,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,545000,4806791,545000,NA,778.571428571,house,NA,NA,NA,700,NA,Casa Venta
68242,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,640000,5644672,640000,NA,700.218818381,house,NA,NA,NA,914,NA,Casa Venta
68256,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,268000,2363706.4,268000,NA,2977.77777778,house,NA,NA,NA,90,NA,Casa Venta
68312,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,270000,2381346,270000,NA,128.571428571,house,NA,NA,NA,2100,NA,Casa Venta
68318,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,265000,2337247,265000,NA,530,house,NA,NA,NA,500,NA,Casa Venta
68354,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,198000,1746320.4,198000,NA,985.074626866,house,NA,NA,NA,201,NA,Casa Venta
68356,2015-03-30,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,128000,1128934.4,128000,NA,1560.97560976,apartment,NA,NA,NA,82,NA,Departamentos Venta
68361,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,76000,670304.8,76000,NA,380,house,NA,NA,NA,200,NA,Casa Venta
68371,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,235000,2072653,235000,NA,959.183673469,house,NA,NA,NA,245,NA,Casa Venta
68380,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,215000,1896257,215000,NA,344,house,NA,NA,NA,625,NA,Casa Venta
68395,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,595000,5247781,595000,NA,746.549560853,house,NA,NA,NA,797,NA,Casa Venta
68396,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,620000,5468276,620000,NA,737.217598098,house,NA,NA,NA,841,NA,Casa Venta
68424,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,465000,4101207,465000,NA,477.903391572,house,NA,NA,NA,973,NA,Casa Venta
68437,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,850000,7496830,850000,NA,465.498357065,house,NA,NA,NA,1826,NA,Casa Venta
68439,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1750000,15434650,1750000,NA,552.747946936,house,NA,NA,NA,3166,NA,Casa Venta
68467,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,424740,3746121.85,424740,NA,3012.34042553,apartment,NA,NA,NA,141,NA,Departamentos Venta
68468,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,296730,2617099.25,296730,NA,2722.29357798,apartment,NA,NA,NA,109,NA,Departamentos Venta
68469,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,230086,2029312.5,230086,NA,2912.48101266,apartment,NA,NA,NA,79,NA,Departamentos Venta
68470,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,222704,1964204.73,222704,NA,3093.11111111,apartment,NA,NA,NA,72,NA,Departamentos Venta
68471,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,980000,8643404,980000,NA,805.921052632,house,NA,NA,NA,1216,NA,Casa Venta
68498,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,440880,3888473.42,440880,NA,2999.18367347,apartment,NA,NA,NA,147,NA,Departamentos Venta
68518,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,298000,2628300.4,298000,NA,2207.40740741,PH,NA,NA,NA,135,NA,PH Venta
68526,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,169000,1490546.2,169000,NA,971.264367816,PH,NA,NA,NA,174,NA,PH Venta
68544,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,258000,2275508.4,258000,NA,409.523809524,house,NA,NA,NA,630,NA,Casa Venta
68545,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,262000,2310787.6,262000,NA,436.666666667,house,NA,NA,NA,600,NA,Casa Venta
68546,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,253000,2231409.4,253000,NA,421.666666667,house,NA,NA,NA,600,NA,Casa Venta
68584,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,340000,2998732,340000,NA,248.175182482,house,NA,NA,NA,1370,NA,Casa Venta
68604,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,125000,1102475,125000,NA,833.333333333,PH,NA,NA,NA,150,NA,PH Venta
68613,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1500000,13229700,1500000,NA,719.424460432,house,NA,NA,NA,2085,NA,Casa Venta
68620,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,408000,3598478.4,408000,NA,143.157894737,house,NA,NA,NA,2850,NA,Casa Venta
68632,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,590000,5203682,590000,NA,655.555555556,house,NA,NA,NA,900,NA,Casa Venta
68649,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,320000,2822336,320000,NA,1185.18518519,house,NA,NA,NA,270,NA,Casa Venta
68651,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,340000,2998732,340000,NA,566.666666667,house,NA,NA,NA,600,NA,Casa Venta
68668,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,750000,6614850,750000,NA,454.545454545,house,NA,NA,NA,1650,NA,Casa Venta
68670,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,670000,5909266,670000,NA,492.647058824,house,NA,NA,NA,1360,NA,Casa Venta
68682,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1300000,11465740,1300000,NA,666.666666667,house,NA,NA,NA,1950,NA,Casa Venta
68709,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,395000,3483821,395000,NA,519.736842105,house,NA,NA,NA,760,NA,Casa Venta
68725,2015-03-30,NA,3,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,113000,996637.4,113000,NA,2511.11111111,apartment,NA,NA,NA,45,NA,Departamentos Venta
68735,2015-03-30,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,250000,2204950,250000,NA,1562.5,apartment,NA,NA,NA,160,NA,Departamentos Venta
68736,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,137000,1208312.6,137000,NA,456.666666667,store,NA,NA,NA,300,NA,Local Venta
68737,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,137000,1208312.6,137000,NA,456.666666667,house,NA,NA,NA,300,NA,Casa Venta
68747,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,600000,5291880,600000,NA,1000,house,NA,NA,NA,600,NA,Casa Venta
68758,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,560000,4939088,560000,NA,490.367775832,house,NA,NA,NA,1142,NA,Casa Venta
68763,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,340000,2998732,340000,NA,496.350364964,house,NA,NA,NA,685,NA,Casa Venta
68798,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,510000,4498098,510000,NA,816,house,NA,NA,NA,625,NA,Casa Venta
68799,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,750000,6614850,750000,NA,408.27436037,house,NA,NA,NA,1837,NA,Casa Venta
68802,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,170000,1499366,170000,NA,395.348837209,house,NA,NA,NA,430,NA,Casa Venta
68804,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,170000,1499366,170000,NA,386.363636364,house,NA,NA,NA,440,NA,Casa Venta
68820,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,295000,2601841,295000,NA,587.64940239,house,NA,NA,NA,502,NA,Casa Venta
68827,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,245000,2160851,245000,NA,980,house,NA,NA,NA,250,NA,Casa Venta
68830,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,268000,2363706.4,268000,NA,3080.45977011,house,NA,NA,NA,87,NA,Casa Venta
68903,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,620000,5468276,620000,NA,387.5,house,NA,NA,NA,1600,NA,Casa Venta
68919,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,750000,6614850,750000,NA,1262.62626263,house,NA,NA,NA,594,NA,Casa Venta
68921,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,395000,3483821,395000,NA,1266.02564103,house,NA,NA,NA,312,NA,Casa Venta
68958,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,705000,6217959,705000,NA,479.918311777,house,NA,NA,NA,1469,NA,Casa Venta
68991,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,510000,4498098,510000,NA,841.584158416,house,NA,NA,NA,606,NA,Casa Venta
69005,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,3500000,30869300,3500000,NA,1405.62248996,house,NA,NA,NA,2490,NA,Casa Venta
69061,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,550000,4850890,550000,NA,916.666666667,house,NA,NA,NA,600,NA,Casa Venta
69094,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,320000,2822336,320000,NA,400,house,NA,NA,NA,800,NA,Casa Venta
69096,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,650000,5732870,650000,NA,547.598989048,house,NA,NA,NA,1187,NA,Casa Venta
69097,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,149500,1318560.1,149500,NA,747.5,house,NA,NA,NA,200,NA,Casa Venta
69100,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,297000,2619480.6,297000,NA,1414.28571429,house,NA,NA,NA,210,NA,Casa Venta
69148,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,650000,5732870,650000,NA,755.813953488,house,NA,NA,NA,860,NA,Casa Venta
69171,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,3086930,350000,NA,1335.8778626,house,NA,NA,NA,262,NA,Casa Venta
69178,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,240000,2116752,240000,NA,1090.90909091,house,NA,NA,NA,220,NA,Casa Venta
69179,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,3086930,350000,NA,2800,apartment,NA,NA,NA,125,NA,Departamentos Venta
69182,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,700000,6173860,700000,NA,448.717948718,house,NA,NA,NA,1560,NA,Casa Venta
69204,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,780000,6879444,780000,NA,790.273556231,house,NA,NA,NA,987,NA,Casa Venta
69238,2015-03-30,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,170000,1499366,170000,NA,1416.66666667,apartment,NA,NA,NA,120,NA,Departamentos Venta
69251,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1180000,10407364,1180000,NA,1191.91919192,house,NA,NA,NA,990,NA,Casa Venta
69254,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,395000,3483821,395000,NA,373.699148534,house,NA,NA,NA,1057,NA,Casa Venta
69263,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,130000,1146574,130000,NA,442.176870748,house,NA,NA,NA,294,NA,Casa Venta
69315,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,499000,4401080.2,499000,NA,576.212471132,house,NA,NA,NA,866,NA,Casa Venta
69324,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,770000,6791246,770000,NA,385,house,NA,NA,NA,2000,NA,Casa Venta
69366,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,167000,1472906.6,167000,NA,523.510971787,house,NA,NA,NA,319,NA,Casa Venta
69368,2015-03-30,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,108000,952538.4,108000,NA,2000,apartment,NA,NA,NA,54,NA,Departamentos Venta
69376,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,248000,2187310.4,248000,NA,1215.68627451,house,NA,NA,NA,204,NA,Casa Venta
69385,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,420000,3704316,420000,NA,738.137082601,house,NA,NA,NA,569,NA,Casa Venta
69406,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,100000,881980,100000,NA,934.579439252,PH,NA,NA,NA,107,NA,PH Venta
69435,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,315000,2778237,315000,NA,1478.87323944,house,NA,NA,NA,213,NA,Casa Venta
69447,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,280000,2469544,280000,NA,1191.4893617,house,NA,NA,NA,235,NA,Casa Venta
69460,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,235000,2072653,235000,NA,256.27044711,house,NA,NA,NA,917,NA,Casa Venta
69461,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,198000,1746320.4,198000,NA,668.918918919,house,NA,NA,NA,296,NA,Casa Venta
69464,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,235000,2072653,235000,NA,1666.66666667,apartment,NA,NA,NA,141,NA,Departamentos Venta
69490,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1500000,13229700,1500000,NA,714.285714286,house,NA,NA,NA,2100,NA,Casa Venta
69500,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,550000,4850890,550000,NA,402.340892465,house,NA,NA,NA,1367,NA,Casa Venta
69504,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,595000,5247781,595000,NA,423.487544484,house,NA,NA,NA,1405,NA,Casa Venta
69506,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,460000,4057108,460000,NA,471.31147541,house,NA,NA,NA,976,NA,Casa Venta
69543,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,490000,4321702,490000,NA,1215.8808933,house,NA,NA,NA,403,NA,Casa Venta
69572,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,400000,3527920,400000,NA,634.920634921,house,NA,NA,NA,630,NA,Casa Venta
69579,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,90000,793782,90000,NA,52.9411764706,house,NA,NA,NA,1700,NA,Casa Venta
69588,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,180000,1587564,180000,NA,631.578947368,house,NA,NA,NA,285,NA,Casa Venta
69601,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,400000,3527920,400000,NA,952.380952381,house,NA,NA,NA,420,NA,Casa Venta
69636,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,780000,6879444,780000,NA,1207.43034056,house,NA,NA,NA,646,NA,Casa Venta
69660,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,930000,8202414,930000,NA,692.479523455,house,NA,NA,NA,1343,NA,Casa Venta
69674,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1200000,10583760,1200000,NA,400.534045394,house,NA,NA,NA,2996,NA,Casa Venta
69696,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,3086930,350000,NA,539.291217257,house,NA,NA,NA,649,NA,Casa Venta
69702,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,145000,1278871,145000,NA,2196.96969697,apartment,NA,NA,NA,66,NA,Departamentos Venta
69721,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,348000,3069290.4,348000,NA,1160,house,NA,NA,NA,300,NA,Casa Venta
69723,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,570000,5027286,570000,NA,712.5,house,NA,NA,NA,800,NA,Casa Venta
69726,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,140000,1234772,140000,NA,2121.21212121,apartment,NA,NA,NA,66,NA,Departamentos Venta
69738,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,162000,1428807.6,162000,NA,506.25,house,NA,NA,NA,320,NA,Casa Venta
69773,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,110000,970178,110000,NA,2291.66666667,store,NA,NA,NA,48,NA,Local Venta
69790,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,650000,5732870,650000,NA,722.222222222,house,NA,NA,NA,900,NA,Casa Venta
69797,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,400000,3527920,400000,NA,300.3003003,house,NA,NA,NA,1332,NA,Casa Venta
69842,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,240000,2116752,240000,NA,1666.66666667,house,NA,NA,NA,144,NA,Casa Venta
69845,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,219000,1931536.2,219000,NA,1288.23529412,house,NA,NA,NA,170,NA,Casa Venta
69849,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,100000,881980,100000,NA,500,PH,NA,NA,NA,200,NA,PH Venta
69873,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1250000,11024750,1250000,NA,1250,house,NA,NA,NA,1000,NA,Casa Venta
69884,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,155000,1367069,155000,NA,775,house,NA,NA,NA,200,NA,Casa Venta
69892,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,450000,3968910,450000,NA,1089.58837772,house,NA,NA,NA,413,NA,Casa Venta
69900,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,135000,1190673,135000,NA,344.387755102,house,NA,NA,NA,392,NA,Casa Venta
69902,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,780000,6879444,780000,NA,557.142857143,house,NA,NA,NA,1400,NA,Casa Venta
69922,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,950000,8378810,950000,NA,915.221579961,house,NA,NA,NA,1038,NA,Casa Venta
69924,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,600000,5291880,600000,NA,400,house,NA,NA,NA,1500,NA,Casa Venta
69927,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,790000,6967642,790000,NA,632,house,NA,NA,NA,1250,NA,Casa Venta
69961,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,200000,1763960,200000,NA,500,house,NA,NA,NA,400,NA,Casa Venta
69963,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,2100000,18521580,2100000,NA,807.692307692,house,NA,NA,NA,2600,NA,Casa Venta
69966,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,3086930,350000,NA,646.950092421,house,NA,NA,NA,541,NA,Casa Venta
69985,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,280000,2469544,280000,NA,1339.71291866,house,NA,NA,NA,209,NA,Casa Venta
69994,2015-03-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,3086930,350000,NA,795.454545455,house,NA,NA,NA,440,NA,Casa Venta
